order_id,product_id,add_to_cart_order,reordered,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_name,aisle,department,age,gender,location
3898,89,1,1,799,4,6,21,22,Sandwich,bakery desserts,dairy,21,Female,Suburban
2404,156,5,1,193,15,5,13,7,Noodles,prepared meals,beverages,43,Male,Urban
1713,138,5,1,348,15,2,15,1,Biryani,fresh fruits,grocery,24,Female,Suburban
32,51,7,1,73,13,4,22,9,Biryani,beverages,beverages,49,Male,Suburban
1413,19,7,0,768,3,1,23,16,Pizza,snacks,produce,19,Female,Rural
2149,185,2,1,545,5,3,19,9,Soup,beverages,frozen,53,Male,Rural
3228,117,7,1,217,16,6,8,15,Burger,fresh fruits,produce,29,Male,Urban
1855,196,4,0,357,5,4,17,11,Pizza,bakery desserts,grocery,37,Male,Rural
2778,8,8,1,237,9,4,3,1,Burger,prepared meals,beverages,58,Female,Rural
1090,124,7,0,890,10,4,16,7,Sandwich,prepared meals,produce,27,Female,Rural
4307,139,3,1,54,16,6,0,29,Noodles,bakery desserts,produce,24,Male,Suburban
4960,182,5,1,871,8,2,10,9,Pizza,bakery desserts,produce,44,Male,Rural
1288,11,7,1,972,5,4,6,2,Biryani,fresh fruits,beverages,33,Male,Rural
71,39,9,0,635,13,4,9,3,Pizza,beverages,beverages,55,Female,Rural
4433,129,9,0,883,7,4,12,25,Pasta,snacks,beverages,48,Male,Rural
4156,154,9,1,879,10,6,1,5,Biryani,prepared meals,produce,57,Male,Urban
2914,88,9,1,406,12,5,19,17,Pasta,snacks,grocery,43,Female,Urban
974,170,7,0,739,5,5,17,27,Biryani,fresh fruits,frozen,31,Female,Suburban
1476,16,9,0,193,4,5,11,24,Pizza,bakery desserts,dairy,43,Male,Urban
813,117,3,1,467,9,2,10,27,Burger,fresh fruits,produce,27,Female,Urban
3717,154,6,0,746,9,1,0,26,Biryani,prepared meals,produce,30,Male,Urban
4137,31,2,1,4,12,5,16,10,Sandwich,snacks,dairy,54,Male,Rural
3807,199,3,0,915,9,1,21,11,Sandwich,beverages,grocery,48,Male,Urban
4860,64,9,0,770,1,4,17,4,Soup,snacks,dairy,46,Male,Suburban
3091,16,3,1,252,10,6,19,6,Pizza,bakery desserts,dairy,38,Female,Suburban
3277,189,3,0,227,18,6,4,6,Noodles,snacks,frozen,20,Male,Urban
4206,49,8,1,667,10,5,21,25,Sandwich,prepared meals,dairy,46,Male,Suburban
4134,12,2,1,198,9,2,17,17,Pizza,beverages,beverages,23,Female,Suburban
3663,49,1,0,894,8,4,11,26,Sandwich,prepared meals,dairy,53,Male,Suburban
4161,167,5,0,581,8,5,4,23,Soup,bakery desserts,beverages,31,Male,Urban
958,74,3,1,636,17,5,1,12,Noodles,bakery desserts,grocery,18,Male,Rural
3943,191,9,0,224,7,1,19,17,Soup,prepared meals,beverages,22,Female,Rural
1271,95,9,0,848,16,1,3,16,Pasta,beverages,frozen,55,Female,Suburban
2291,159,7,0,182,11,2,22,10,Pizza,bakery desserts,grocery,19,Male,Urban
3859,72,6,1,491,7,4,15,6,Noodles,beverages,grocery,57,Female,Suburban
2722,109,2,1,892,15,4,17,21,Biryani,fresh fruits,beverages,39,Male,Urban
417,138,1,1,541,18,4,20,1,Biryani,fresh fruits,grocery,44,Male,Urban
3154,152,8,0,495,18,5,18,6,Sandwich,beverages,dairy,51,Female,Urban
1322,93,6,0,596,11,3,4,26,Noodles,fresh fruits,frozen,20,Female,Urban
2741,86,5,1,775,19,2,23,2,Noodles,prepared meals,grocery,43,Female,Rural
3363,153,5,0,786,5,5,22,12,Soup,beverages,produce,28,Female,Suburban
942,141,4,1,164,10,2,18,16,Noodles,snacks,produce,46,Female,Rural
1285,151,3,0,630,12,0,13,4,Salad,bakery desserts,beverages,36,Female,Urban
4079,138,3,0,463,13,6,1,12,Biryani,fresh fruits,grocery,35,Female,Rural
1555,52,2,1,908,12,1,12,16,Salad,prepared meals,frozen,54,Male,Rural
787,121,3,1,118,14,0,6,3,Noodles,fresh fruits,dairy,32,Male,Rural
1408,156,3,1,326,9,3,0,15,Noodles,prepared meals,beverages,57,Female,Rural
478,193,7,1,801,3,5,16,25,Burger,fresh fruits,frozen,20,Male,Rural
3455,90,4,1,156,11,1,12,20,Salad,bakery desserts,beverages,53,Female,Rural
4096,138,7,1,879,9,6,16,20,Biryani,fresh fruits,grocery,57,Male,Urban
594,194,2,0,207,12,5,19,27,Sandwich,prepared meals,beverages,20,Male,Suburban
3785,64,4,1,877,8,2,7,24,Soup,snacks,dairy,19,Male,Suburban
2479,56,1,1,32,17,4,1,26,Soup,beverages,frozen,29,Female,Rural
1910,150,3,0,618,7,2,4,26,Pizza,fresh fruits,grocery,29,Male,Rural
904,186,6,1,341,17,2,14,15,Noodles,prepared meals,grocery,32,Male,Urban
1914,68,3,0,418,17,3,15,5,Burger,fresh fruits,produce,47,Female,Suburban
3080,25,9,0,773,15,0,20,2,Biryani,snacks,frozen,34,Female,Rural
3017,103,4,0,30,13,2,16,22,Soup,bakery desserts,frozen,21,Male,Rural
1582,180,3,1,841,8,3,6,12,Pizza,bakery desserts,frozen,56,Male,Urban
2429,127,3,1,815,13,6,5,6,Salad,fresh fruits,frozen,21,Male,Rural
4608,139,5,0,1,15,3,22,11,Noodles,bakery desserts,produce,31,Female,Suburban
2194,181,3,0,177,3,0,6,5,Pizza,bakery desserts,grocery,46,Female,Rural
4055,157,2,1,390,17,2,12,19,Pizza,fresh fruits,produce,33,Female,Rural
4285,71,5,0,735,14,0,9,22,Pizza,snacks,beverages,23,Male,Urban
4571,88,3,0,502,19,2,12,9,Pasta,snacks,grocery,52,Male,Urban
1121,158,9,1,753,18,4,1,29,Pizza,beverages,grocery,29,Male,Rural
4630,18,3,0,743,11,4,12,10,Sandwich,beverages,frozen,30,Female,Rural
4656,19,5,1,592,11,2,6,29,Pizza,snacks,produce,52,Female,Rural
2040,161,1,1,190,19,0,17,5,Pizza,prepared meals,dairy,26,Male,Suburban
2356,168,1,0,22,13,3,16,20,Burger,bakery desserts,produce,23,Male,Urban
3307,79,9,0,798,11,3,23,15,Noodles,bakery desserts,produce,31,Male,Rural
4564,141,3,0,655,7,3,13,15,Noodles,snacks,produce,25,Female,Suburban
3187,89,5,0,905,13,5,3,24,Sandwich,bakery desserts,dairy,56,Male,Urban
2989,33,5,0,729,6,1,1,5,Pizza,beverages,produce,24,Male,Rural
2356,156,9,0,22,13,3,16,20,Noodles,prepared meals,beverages,23,Male,Urban
1274,22,9,1,406,17,5,8,16,Pasta,beverages,dairy,43,Female,Urban
1126,162,5,0,288,10,2,10,15,Noodles,fresh fruits,beverages,58,Female,Suburban
2905,131,6,0,638,13,5,19,7,Soup,bakery desserts,beverages,27,Male,Suburban
4573,110,4,1,597,11,5,23,18,Noodles,prepared meals,frozen,40,Male,Urban
547,101,5,1,864,2,4,5,4,Soup,fresh fruits,grocery,39,Female,Suburban
3416,78,2,0,347,9,3,22,23,Burger,bakery desserts,beverages,50,Male,Rural
498,53,1,0,498,2,3,17,15,Noodles,snacks,grocery,50,Male,Urban
936,38,7,1,918,5,1,14,28,Pizza,prepared meals,dairy,20,Female,Suburban
600,116,5,0,111,10,6,11,23,Noodles,beverages,dairy,42,Female,Rural
1805,162,4,1,482,5,1,16,10,Noodles,fresh fruits,beverages,31,Male,Suburban
4169,172,3,0,584,3,0,10,15,Biryani,prepared meals,dairy,38,Male,Urban
4871,106,9,0,517,14,2,3,27,Soup,snacks,dairy,34,Female,Urban
2937,143,8,0,163,2,4,19,18,Noodles,beverages,frozen,35,Female,Urban
722,161,5,0,202,19,1,14,29,Pizza,prepared meals,dairy,39,Female,Suburban
4936,73,5,0,904,18,5,0,21,Biryani,fresh fruits,dairy,34,Female,Urban
751,119,9,1,335,14,3,22,2,Burger,snacks,frozen,50,Female,Urban
3453,74,6,1,108,10,6,15,10,Noodles,bakery desserts,grocery,59,Female,Urban
4775,7,1,1,311,16,1,0,16,Pizza,prepared meals,beverages,33,Female,Urban
2833,40,3,0,851,3,1,23,5,Biryani,snacks,grocery,51,Male,Rural
4504,28,9,0,521,8,2,11,21,Salad,prepared meals,beverages,43,Male,Suburban
1488,46,9,0,627,5,6,16,29,Burger,prepared meals,frozen,41,Male,Urban
2589,100,4,0,429,14,3,12,1,Noodles,beverages,produce,33,Male,Suburban
4845,130,4,1,631,19,6,1,19,Sandwich,beverages,beverages,34,Male,Urban
2753,199,3,1,295,4,5,1,26,Sandwich,beverages,grocery,26,Male,Rural
2680,62,3,1,116,4,3,14,10,Soup,snacks,grocery,23,Female,Urban
2851,161,5,1,72,9,1,23,19,Pizza,prepared meals,dairy,56,Female,Suburban
3899,40,3,0,199,6,1,6,8,Biryani,snacks,grocery,43,Male,Urban
2997,95,2,1,148,4,3,7,25,Pasta,beverages,frozen,19,Female,Urban
1951,188,6,0,815,1,2,6,21,Burger,prepared meals,beverages,21,Male,Rural
4937,148,9,1,605,18,6,3,9,Burger,beverages,dairy,53,Female,Suburban
436,152,2,1,71,12,0,1,8,Sandwich,beverages,dairy,49,Female,Rural
971,9,3,1,630,16,0,1,20,Salad,snacks,dairy,36,Female,Urban
822,70,7,0,250,8,2,9,11,Pasta,fresh fruits,beverages,36,Male,Suburban
3430,13,3,0,410,4,2,14,11,Burger,beverages,grocery,28,Male,Urban
901,161,6,0,240,13,4,13,24,Pizza,prepared meals,dairy,44,Male,Suburban
3618,79,9,1,504,9,0,23,21,Noodles,bakery desserts,produce,55,Male,Urban
1154,21,9,0,35,4,6,22,16,Burger,bakery desserts,frozen,49,Male,Suburban
2474,131,5,0,161,8,3,15,28,Soup,bakery desserts,beverages,29,Male,Urban
2076,5,1,0,662,8,6,6,15,Pasta,bakery desserts,dairy,56,Male,Urban
3597,9,4,1,624,3,1,9,6,Salad,snacks,dairy,29,Female,Suburban
894,30,2,1,109,15,6,19,3,Noodles,prepared meals,beverages,22,Male,Rural
3813,102,1,0,632,14,4,8,18,Biryani,prepared meals,beverages,24,Male,Urban
3523,132,7,1,988,12,1,7,17,Sandwich,bakery desserts,grocery,43,Male,Urban
3156,130,6,0,429,4,1,23,28,Sandwich,beverages,beverages,33,Male,Suburban
2266,29,4,0,308,7,6,6,14,Pasta,beverages,beverages,58,Male,Urban
680,142,2,0,20,18,6,21,25,Biryani,beverages,frozen,26,Female,Urban
2594,7,7,1,646,13,2,9,1,Pizza,prepared meals,beverages,51,Female,Suburban
1678,104,1,0,904,10,5,15,15,Biryani,snacks,produce,34,Female,Urban
2908,145,7,1,952,3,0,21,7,Biryani,fresh fruits,produce,57,Male,Rural
250,95,4,0,235,15,4,23,20,Pasta,beverages,frozen,26,Male,Suburban
3609,104,1,1,988,12,1,9,21,Biryani,snacks,produce,43,Male,Urban
1830,153,8,1,374,1,1,7,16,Soup,beverages,produce,34,Female,Suburban
2804,54,6,0,715,10,0,6,22,Sandwich,beverages,beverages,59,Female,Suburban
30,35,1,0,224,7,3,3,14,Sandwich,prepared meals,beverages,22,Female,Rural
1570,66,5,0,25,15,3,0,3,Salad,bakery desserts,beverages,44,Female,Urban
383,137,2,1,701,2,6,11,9,Salad,prepared meals,produce,20,Female,Rural
3968,57,7,1,930,1,2,1,14,Salad,beverages,dairy,24,Female,Suburban
368,63,9,0,4,13,4,8,7,Noodles,beverages,dairy,54,Male,Rural
39,38,1,0,854,2,6,23,26,Pizza,prepared meals,dairy,21,Male,Urban
3931,194,9,1,57,12,2,18,29,Sandwich,prepared meals,beverages,35,Male,Suburban
3376,112,9,0,804,16,5,17,4,Soup,prepared meals,beverages,42,Male,Suburban
111,99,6,0,134,13,3,23,4,Soup,snacks,beverages,59,Male,Suburban
2764,27,6,1,19,6,5,20,18,Noodles,fresh fruits,frozen,45,Female,Suburban
1886,172,5,0,296,9,1,6,4,Biryani,prepared meals,dairy,47,Female,Suburban
3424,139,5,1,952,5,6,1,11,Noodles,bakery desserts,produce,57,Male,Rural
4035,113,3,0,749,18,2,15,24,Sandwich,fresh fruits,frozen,33,Male,Rural
1488,172,2,1,627,5,6,16,29,Biryani,prepared meals,dairy,41,Male,Urban
2115,106,9,1,858,9,5,11,14,Soup,snacks,dairy,48,Male,Rural
3610,58,3,1,775,18,2,18,27,Soup,bakery desserts,grocery,43,Female,Rural
1573,158,2,1,99,4,3,17,12,Pizza,beverages,grocery,52,Female,Suburban
4326,173,3,0,360,19,2,15,10,Sandwich,bakery desserts,dairy,47,Male,Rural
2469,7,6,1,828,8,6,9,20,Pizza,prepared meals,beverages,56,Male,Suburban
1680,16,7,0,714,11,0,1,7,Pizza,bakery desserts,dairy,22,Male,Suburban
3193,195,6,1,744,14,5,2,12,Burger,fresh fruits,produce,36,Female,Suburban
3870,23,5,0,441,16,3,19,22,Burger,snacks,dairy,58,Female,Urban
463,129,6,1,950,13,3,17,19,Pasta,snacks,beverages,30,Female,Urban
4936,123,6,1,904,18,5,0,21,Burger,snacks,grocery,34,Female,Urban
812,63,4,1,637,16,2,21,23,Noodles,beverages,dairy,51,Female,Urban
1395,27,9,0,28,11,4,0,19,Noodles,fresh fruits,frozen,59,Female,Urban
4961,14,4,1,713,10,2,23,19,Noodles,beverages,produce,23,Female,Suburban
1218,179,7,0,823,1,4,3,24,Noodles,snacks,frozen,47,Male,Rural
3021,106,7,1,493,12,0,13,17,Soup,snacks,dairy,54,Male,Suburban
3023,43,5,0,992,4,2,19,3,Noodles,bakery desserts,grocery,55,Female,Urban
3158,43,2,1,924,2,1,16,17,Noodles,bakery desserts,grocery,40,Male,Urban
2974,128,7,1,516,1,4,0,16,Biryani,bakery desserts,produce,39,Male,Suburban
1556,2,6,1,583,3,3,15,27,Salad,snacks,grocery,48,Male,Urban
1531,137,4,0,834,17,1,11,5,Salad,prepared meals,produce,23,Female,Suburban
4540,126,3,1,128,10,6,15,25,Noodles,snacks,grocery,23,Male,Rural
1143,75,9,1,329,18,6,2,5,Pasta,bakery desserts,frozen,48,Female,Suburban
3919,6,7,0,836,17,3,11,19,Noodles,beverages,dairy,29,Female,Urban
25,24,1,1,977,6,5,13,14,Burger,bakery desserts,dairy,21,Female,Urban
2489,111,2,0,701,11,1,4,24,Burger,fresh fruits,dairy,20,Female,Rural
1042,51,2,1,436,9,5,23,7,Biryani,beverages,beverages,56,Female,Suburban
2956,121,8,1,244,15,1,2,18,Noodles,fresh fruits,dairy,18,Female,Urban
413,199,8,0,436,12,1,5,22,Sandwich,beverages,grocery,56,Female,Suburban
1019,3,8,1,770,9,4,4,22,Noodles,fresh fruits,dairy,46,Male,Suburban
501,156,5,1,411,5,5,2,17,Noodles,prepared meals,beverages,45,Male,Urban
1608,61,9,0,398,7,2,18,9,Soup,beverages,beverages,50,Male,Rural
4422,58,9,1,659,10,4,0,16,Soup,bakery desserts,grocery,40,Male,Urban
2720,109,2,0,986,19,5,6,27,Biryani,fresh fruits,beverages,47,Female,Urban
2211,93,2,0,915,11,3,19,22,Noodles,fresh fruits,frozen,48,Male,Urban
1896,165,5,1,602,8,5,0,17,Biryani,beverages,grocery,38,Male,Rural
124,143,8,1,113,6,2,21,28,Noodles,beverages,frozen,19,Male,Suburban
4920,180,7,0,175,9,2,9,26,Pizza,bakery desserts,frozen,56,Female,Urban
2457,131,1,1,273,13,0,3,23,Soup,bakery desserts,beverages,50,Female,Urban
36,123,3,1,331,6,0,11,21,Burger,snacks,grocery,44,Female,Urban
1488,171,6,0,627,5,6,16,29,Pizza,prepared meals,dairy,41,Male,Urban
1209,159,9,0,897,1,5,5,14,Pizza,bakery desserts,grocery,44,Male,Urban
253,131,6,0,592,13,4,4,11,Soup,bakery desserts,beverages,52,Female,Rural
1320,145,6,1,891,14,1,22,6,Biryani,fresh fruits,produce,28,Male,Suburban
2255,155,2,0,972,10,5,9,22,Burger,bakery desserts,grocery,33,Male,Rural
4926,7,8,1,578,3,3,14,28,Pizza,prepared meals,beverages,31,Female,Urban
1652,121,2,1,695,5,5,1,9,Noodles,fresh fruits,dairy,49,Male,Urban
313,86,2,0,752,14,5,0,25,Noodles,prepared meals,grocery,28,Female,Suburban
952,131,9,0,884,16,6,9,12,Soup,bakery desserts,beverages,46,Male,Suburban
2825,110,6,0,627,6,5,21,25,Noodles,prepared meals,frozen,41,Male,Urban
4108,93,2,1,448,19,4,8,4,Noodles,fresh fruits,frozen,19,Female,Rural
2893,15,5,1,164,5,4,8,21,Pizza,fresh fruits,dairy,46,Female,Rural
2052,140,5,0,298,17,3,11,15,Pizza,beverages,produce,44,Male,Rural
1695,115,1,0,801,13,3,15,16,Pasta,beverages,frozen,20,Male,Rural
56,181,1,1,618,17,0,11,9,Pizza,bakery desserts,grocery,29,Male,Rural
114,76,2,1,55,18,0,8,18,Pasta,snacks,frozen,47,Male,Rural
963,126,6,1,303,11,3,6,28,Noodles,snacks,grocery,51,Female,Urban
380,197,3,1,50,16,5,3,29,Salad,beverages,produce,53,Male,Rural
3810,141,5,1,733,18,0,23,6,Noodles,snacks,produce,35,Male,Suburban
2277,163,6,1,509,3,2,22,8,Salad,fresh fruits,produce,54,Female,Rural
4789,48,8,0,764,3,1,22,6,Biryani,fresh fruits,produce,26,Female,Rural
1417,114,1,1,698,11,6,11,9,Pasta,beverages,beverages,47,Male,Urban
3955,8,9,1,970,12,3,21,9,Burger,prepared meals,beverages,47,Female,Suburban
3369,126,8,1,361,9,4,13,21,Noodles,snacks,grocery,22,Female,Rural
2608,7,2,0,630,11,5,7,12,Pizza,prepared meals,beverages,36,Female,Urban
1313,33,8,1,914,5,1,18,22,Pizza,beverages,produce,33,Male,Suburban
897,84,2,1,745,15,0,12,18,Noodles,fresh fruits,dairy,31,Male,Rural
404,198,4,1,374,9,2,18,19,Pasta,snacks,frozen,34,Female,Suburban
646,39,7,0,578,11,0,18,5,Pizza,beverages,beverages,31,Female,Urban
681,12,3,1,65,11,3,18,1,Pizza,beverages,beverages,30,Female,Rural
4357,129,6,0,322,3,3,2,14,Pasta,snacks,beverages,43,Female,Urban
2506,92,2,0,309,7,1,10,20,Biryani,beverages,frozen,42,Male,Suburban
754,65,3,0,13,9,2,5,28,Noodles,bakery desserts,produce,32,Male,Rural
3050,183,1,0,699,10,4,18,11,Burger,fresh fruits,frozen,58,Male,Suburban
638,78,1,1,488,12,3,15,19,Burger,bakery desserts,beverages,33,Female,Rural
1567,87,9,1,401,19,1,0,15,Soup,prepared meals,produce,23,Female,Suburban
768,9,8,1,287,11,5,9,17,Salad,snacks,dairy,58,Male,Suburban
3225,52,6,0,858,16,2,13,17,Salad,prepared meals,frozen,48,Male,Rural
2453,115,8,1,359,1,6,15,20,Pasta,beverages,frozen,27,Female,Urban
3337,147,3,1,885,11,1,12,21,Noodles,snacks,dairy,19,Male,Urban
3355,12,2,1,106,18,0,4,20,Pizza,beverages,beverages,32,Male,Suburban
719,136,9,1,443,7,0,19,9,Sandwich,fresh fruits,dairy,29,Male,Rural
2287,28,2,1,241,17,1,12,27,Salad,prepared meals,beverages,27,Female,Urban
650,74,4,0,125,12,1,22,8,Noodles,bakery desserts,grocery,24,Male,Urban
976,88,1,1,486,2,1,2,23,Pasta,snacks,grocery,23,Male,Rural
389,142,4,1,38,2,2,4,12,Biryani,beverages,frozen,51,Female,Urban
2959,59,8,1,203,18,2,3,16,Biryani,bakery desserts,frozen,34,Female,Rural
1727,64,6,0,74,13,0,15,23,Soup,snacks,dairy,52,Female,Suburban
1595,99,9,1,58,17,0,8,11,Soup,snacks,beverages,20,Male,Rural
1514,166,8,1,492,15,2,2,18,Pizza,snacks,produce,44,Male,Suburban
3725,68,1,1,859,9,4,10,20,Burger,fresh fruits,produce,56,Male,Rural
1189,200,1,0,9,9,0,20,24,Pasta,prepared meals,beverages,20,Female,Urban
1802,45,1,1,880,17,4,20,22,Biryani,bakery desserts,dairy,44,Female,Suburban
983,84,7,0,625,19,5,6,20,Noodles,fresh fruits,dairy,43,Female,Urban
874,175,4,0,113,14,0,1,26,Burger,snacks,grocery,19,Male,Suburban
4457,1,7,1,871,7,4,6,11,Biryani,fresh fruits,produce,44,Male,Rural
4883,72,1,1,227,13,5,4,7,Noodles,beverages,grocery,20,Male,Urban
3163,43,3,1,72,3,2,8,16,Noodles,bakery desserts,grocery,56,Female,Suburban
402,187,3,1,795,8,5,5,5,Noodles,prepared meals,grocery,43,Male,Urban
1097,49,1,0,245,3,0,23,10,Sandwich,prepared meals,dairy,48,Male,Urban
1597,129,9,1,684,6,4,11,11,Pasta,snacks,beverages,31,Male,Urban
4846,36,7,0,185,3,1,7,1,Noodles,fresh fruits,grocery,43,Female,Suburban
2983,111,9,0,437,15,2,3,23,Burger,fresh fruits,dairy,32,Male,Suburban
3640,57,4,1,490,8,6,12,9,Salad,beverages,dairy,45,Male,Urban
2848,63,6,1,538,2,5,21,26,Noodles,beverages,dairy,25,Female,Suburban
670,146,2,0,205,9,1,12,28,Burger,bakery desserts,grocery,46,Female,Urban
4619,56,9,1,764,10,0,16,20,Soup,beverages,frozen,26,Female,Rural
1950,93,7,1,800,10,2,9,27,Noodles,fresh fruits,frozen,26,Female,Suburban
1885,31,6,1,70,7,3,23,9,Sandwich,snacks,dairy,36,Male,Rural
2292,51,4,0,683,19,5,10,23,Biryani,beverages,beverages,32,Female,Suburban
3282,54,1,0,280,15,4,8,3,Sandwich,beverages,beverages,54,Female,Rural
4575,92,4,0,731,3,5,21,26,Biryani,beverages,frozen,36,Male,Rural
2943,177,4,0,469,9,4,14,17,Burger,snacks,frozen,22,Female,Rural
2302,7,4,0,900,18,1,23,11,Pizza,prepared meals,beverages,26,Male,Urban
2034,80,4,0,431,12,0,3,15,Biryani,beverages,frozen,30,Female,Urban
5000,11,4,0,723,10,6,18,17,Biryani,fresh fruits,beverages,57,Female,Rural
